0.640751,0.359249,0.794941,0.205059,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.865245,0.134755,0.776034,0.223966,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000
0.865245,0.134755,0.814024,0.185976,0.007722,0.992278,0.500000,0.500000,0.500000,0.500000,0.000000
0.865245,0.134755,0.837147,0.162853,0.558192,0.441808,1.000000,0.000000,1.000000,0.000000,0.000000
0.865245,0.134755,0.758530,0.241470,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000
0.865245,0.134755,0.799773,0.200227,0.193650,0.806350,1.000000,0.000000,0.000000,1.000000,0.000000
0.871772,0.128228,0.833998,0.166002,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.871772,0.128228,0.821473,0.178527,0.041922,0.958078,1.000000,0.000000,1.000000,0.000000,0.000000
0.871772,0.128228,0.834424,0.165576,0.006720,0.993280,1.000000,0.000000,1.000000,0.000000,0.000000
0.871772,0.128228,0.769139,0.230861,0.000071,0.999929,1.000000,0.000000,1.000000,0.000000,1.000000
0.653799,0.346201,0.813845,0.186155,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.653799,0.346201,0.821832,0.178168,0.991700,0.008300,1.000000,0.000000,1.000000,0.000000,0.000000
0.808207,0.191793,0.807622,0.192378,0.520652,0.479348,1.000000,0.000000,1.000000,0.000000,0.000000
0.808207,0.191793,0.785190,0.214810,0.404872,0.595128,1.000000,0.000000,1.000000,0.000000,0.000000
0.808207,0.191793,0.788796,0.211204,0.335714,0.664286,1.000000,0.000000,1.000000,0.000000,0.000000
0.808207,0.191793,0.801684,0.198316,0.700717,0.299283,1.000000,0.000000,1.000000,0.000000,1.000000
0.808207,0.191793,0.844551,0.155449,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.765095,0.234905,0.736594,0.263406,0.181721,0.818279,0.000000,1.000000,0.000000,1.000000,0.000000
0.765095,0.234905,0.726510,0.273490,0.170546,0.829454,0.000000,1.000000,0.000000,1.000000,0.000000
0.765095,0.234905,0.750939,0.249061,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.355767,0.644233,0.769137,0.230863,0.609324,0.390676,0.000000,1.000000,0.000000,1.000000,0.000000
0.765095,0.234905,0.740834,0.259166,0.232158,0.767842,0.000000,1.000000,0.000000,1.000000,0.000000
0.808207,0.191793,0.790895,0.209105,0.641966,0.358034,1.000000,0.000000,1.000000,0.000000,0.000000
0.808207,0.191793,0.788916,0.211084,0.541912,0.458088,1.000000,0.000000,1.000000,0.000000,0.000000
0.808207,0.191793,0.776914,0.223086,0.523819,0.476181,1.000000,0.000000,1.000000,0.000000,1.000000
0.808207,0.191793,0.796221,0.203779,0.308120,0.691880,1.000000,0.000000,1.000000,0.000000,0.000000
0.808207,0.191793,0.787932,0.212068,0.600534,0.399466,1.000000,0.000000,1.000000,0.000000,0.000000
